0.0656211153	0.1333043277	0.0000414130	0.0000195030	0.1333457381
0.0656305552	0.1335112005	0.0000472850	0.0000217020	0.1335584819
0.0659074709	0.1334635913	0.0000432970	0.0000189020	0.1335068941
0.0656609759	0.1330329329	0.0000414720	0.0000206640	0.1330744028
0.0696385503	0.1398325711	0.0000396130	0.0000165620	0.1398721784
0.0647113994	0.1319550425	0.0000550820	0.0000194580	0.1320101172
0.0663827062	0.1310311109	0.0000418010	0.0000141960	0.1310729086
0.0647640303	0.1309811175	0.0000452270	0.0000199700	0.1310263425
0.0661620870	0.1362926513	0.0000503520	0.0000271440	0.1363430023
0.0651232004	0.1322110891	0.0000413750	0.0000197050	0.1322524697
0.0663560554	0.1335586607	0.0000382680	0.0000158900	0.1335969269
0.0668188110	0.1374682188	0.0000416370	0.0000194400	0.1375098526
0.0670894459	0.1377242506	0.0000481840	0.0000205970	0.1377724409
0.0664373338	0.1331794709	0.0000428500	0.0000208320	0.1332223266
0.0651572868	0.1387891471	0.0000422790	0.0000198160	0.1388314217
0.0664280057	0.1360575110	0.0000402700	0.0000180530	0.1360977739
0.0668172985	0.1371350437	0.0000503700	0.0000239250	0.1371854097
0.0655793026	0.1345566064	0.0000426510	0.0000184780	0.1345992535
0.0669368580	0.1356179714	0.0000464410	0.0000208270	0.1356644183
0.0645914376	0.1291245669	0.0000389360	0.0000166720	0.1291635036
0.0674559996	0.1364479661	0.0000438720	0.0000209870	0.1364918351
0.0642006397	0.1300672591	0.0000449320	0.0000202740	0.1301121861
0.0645271912	0.1306406409	0.0000500400	0.0000205800	0.1306906790
0.0665617809	0.1364913881	0.0000433770	0.0000178960	0.1365347654
0.0644831583	0.1300360262	0.0000410750	0.0000196500	0.1300770938
0.0655042380	0.1301097125	0.0000396920	0.0000175670	0.1301494092
0.0733021349	0.1513771415	0.0000426950	0.0000149770	0.1514198333
0.0662932247	0.1354355216	0.0000430230	0.0000200900	0.1354785413
0.0665237904	0.1356973946	0.0000425230	0.0000197700	0.1357399225
0.0642639846	0.1296350062	0.0000395730	0.0000150920	0.1296745837
