0.6083509326	0.6861747503	0.0000406290	0.0000139210	0.6862154007
0.5930148363	0.6731711626	0.0000502880	0.0000223230	0.6732214689
0.6452342272	0.7213250399	0.0000431660	0.0000131970	0.7213681936
0.6255112886	0.7039194107	0.0000368950	0.0000114070	0.7039563060
0.6644488573	0.7434716821	0.0000407570	0.0000138120	0.7435124516
0.5464625359	0.6230511665	0.0000480560	0.0000214330	0.6230992079
0.5824363232	0.6632398367	0.0000590810	0.0000317620	0.6632989049
0.6367046237	0.7216253877	0.0000573360	0.0000278100	0.7216827273
0.6417893767	0.7178099751	0.0000524330	0.0000223640	0.7178624272
0.7087067962	0.7854397893	0.0000405750	0.0000137780	0.7854803801
0.6791197658	0.7584612966	0.0000521440	0.0000251530	0.7585134506
0.7072085738	0.7837552428	0.0000536170	0.0000270320	0.7838088870
0.6229183078	0.7005620599	0.0000523360	0.0000229160	0.7006143928
0.6300387979	0.7073078156	0.0000436200	0.0000165820	0.7073514462
0.7061485052	0.8328210711	0.0000559160	0.0000220970	0.8328769803
0.6896262765	0.7679224014	0.0000430600	0.0000161840	0.7679654360
0.5644298792	0.6417593956	0.0000407420	0.0000121470	0.6418001652
0.6905525327	0.7678958178	0.0000556680	0.0000269780	0.7679514885
0.6490569115	0.7709481716	0.0000679260	0.0000352490	0.7710161209
0.5966691971	0.6730091572	0.0000415260	0.0000129480	0.6730507016
0.6901514530	0.7693720460	0.0000506560	0.0000223780	0.7694227099
0.6812375784	0.7579518557	0.0000543030	0.0000286880	0.7580061555
0.6104747057	0.6874415874	0.0000523030	0.0000245160	0.6874938607
0.6160370111	0.6957978606	0.0000563140	0.0000272720	0.6958541870
0.6478736401	0.7237729430	0.0000540940	0.0000276060	0.7238270640
0.5978248715	0.6737858057	0.0000553810	0.0000276890	0.6738411784
0.6489945650	0.7280176878	0.0000530870	0.0000266240	0.7280707955
0.6167656183	0.6966030598	0.0000527500	0.0000254070	0.6966558099
0.5812715292	0.6581127048	0.0000404440	0.0000137820	0.6581531763
0.6022649407	0.6801131368	0.0000535510	0.0000262430	0.6801666617
