
9.7021884918	73.965027
9.6974000931	68.185782
9.7000598907	69.217294
9.6968727112	68.389193
9.6939735413	68.038106
9.6963815689	68.163591
9.6929998398	67.984665
9.6981468201	68.166543
9.6947364807	68.109253
9.6954345703	68.139009
9.6956768036	67.980524
9.6923065186	68.091773
9.6940956116	67.939105
9.6932420731	68.039053
9.6927604675	68.140832
9.6939182281	68.113180
9.6936922073	68.209116
9.6938447952	68.391614
9.6918382645	68.012302
9.6924962997	68.009493
9.6984891891	68.142179
9.6929550171	67.994962
9.6962957382	68.037989
9.6942005157	67.993045
9.6930522919	68.018070
9.6937379837	68.163962
9.6904878616	68.074344
9.6932621002	68.450341
9.6930608749	68.000074
9.6928586960	68.000293
