10	0.0020700898	71.4631271362
100	0.0028485025	75.4194335938
1000	0.0210702680	73.3700790405
10000	0.1146635711	74.4012298584
100000	0.9896489382	70.8428573608
1000000	9.8117017746	77.9186477661
10000000	97.1408309937	164.1791534424
