4.9745702744	5.0409970284	0.0000765760	0.0000473230	5.0410737991
4.9833874702	5.0505948067	0.0000806960	0.0000480590	5.0506753922
4.9802923203	5.0457167625	0.0000803900	0.0000482800	5.0457973480
4.9675226212	5.0334544182	0.0000807140	0.0000484670	5.0335350037
4.9630208015	5.0280570984	0.0000839390	0.0000520400	5.0281410217
4.9696536064	5.0357351303	0.0000894660	0.0000552020	5.0358247757
4.9755020142	5.0411834717	0.0000843360	0.0000499720	5.0412678719
4.9806046486	5.0470747948	0.0000805940	0.0000500150	5.0471553802
5.0281777382	5.0934987068	0.0000811660	0.0000443070	5.0935797691
4.9949245453	5.0610132217	0.0000899520	0.0000508750	5.0611033440
4.9713802338	5.0374913216	0.0000824580	0.0000500450	5.0375738144
4.9819407463	5.0473785400	0.0000820500	0.0000485200	5.0474605560
5.0114636421	5.0766029358	0.0000866540	0.0000554710	5.0766897202
4.9818110466	5.0471758842	0.0000824300	0.0000479110	5.0472583771
4.9761090279	5.0415692329	0.0000821180	0.0000487810	5.0416512489
4.9678072929	5.0327854156	0.0000848470	0.0000517440	5.0328702927
4.9713158607	5.0363469124	0.0000839560	0.0000526470	5.0364308357
4.9721150398	5.0371575356	0.0000830080	0.0000500450	5.0372405052
4.9750204086	5.0406379700	0.0000781190	0.0000437670	5.0407161713
4.9670805931	5.0322866440	0.0000860300	0.0000497920	5.0323724747
4.9746494293	5.0406627655	0.0000773840	0.0000454520	5.0407400131
4.9707450867	5.0382804871	0.0000863970	0.0000502870	5.0383667946
4.9708456993	5.0358357430	0.0000880100	0.0000532190	5.0359239578
4.9768424034	5.0420365334	0.0000780200	0.0000469070	5.0421147346
4.9704566002	5.0370669365	0.0000844350	0.0000513150	5.0371513367
4.9798169136	5.0450801849	0.0000828720	0.0000493590	5.0451631546
4.9694437981	5.0355224609	0.0000822080	0.0000509780	5.0356044769
4.9813175201	5.0465536118	0.0000946590	0.0000551730	5.0466485023
5.0581054688	5.1324090958	0.0000842310	0.0000424720	5.1324934959
4.9801869392	5.0452775955	0.0000928760	0.0000518290	5.0453705788
