0.1147267520	74.486281
0.1146276295	74.508992
0.1147244424	74.460448
0.1147018373	74.500833
0.1146546900	74.507283
0.1146621630	74.484154
0.1147258729	74.429440
0.1146562099	74.491513
0.1146604493	74.433139
0.1146672890	74.554042
0.1146250144	74.315559
0.1146822497	74.444647
0.1146000177	74.339000
0.1146304011	74.353958
0.1146665290	74.143094
0.1146642491	74.787170
0.1146590859	74.311959
0.1146378219	74.215925
0.1146022603	74.331160
0.1146677807	74.448090
0.1146379709	74.393865
0.1146647036	74.237384
0.1147203520	74.456356
0.1146066487	74.153632
0.1146835089	74.101681
0.1146761402	74.343495
0.1146348789	74.195653
0.1146439612	74.514278
0.1146869659	74.588517
0.1147085577	74.505026
