0.3340388834	1.964930
0.3340131342	1.968863
0.3340398967	1.956227
0.3347334862	1.980163
0.3342886269	1.966300
0.3341916203	1.964503
0.3340689540	1.958998
0.3339721859	1.959003
0.3336405456	1.956583
0.3342437744	1.960695
0.3339802325	1.959595
0.3343279958	1.960698
0.3339888453	1.957849
0.3340596557	1.964911
0.3340159953	1.954633
0.3340633214	1.961382
0.3393277526	1.991929
0.3386094868	1.992497
0.3380787373	1.988689
0.3371114433	1.985797
0.3388879895	2.047406
0.3397328854	1.982678
0.3395487964	1.987247
0.3337163031	1.968191
0.3336849809	1.961563
0.3338018656	1.959450
0.3338239789	1.966193
0.3338402808	1.957056
0.3340771794	1.979531
0.3339093029	1.983866
