0.0742376447	0.1291030943	0.0000836240	0.0000286310	0.1291867197
0.0746048689	0.1284172237	0.0000897880	0.0000345520	0.1285070181
0.0748506188	0.1285720319	0.0000877950	0.0000303890	0.1286598295
0.0747301280	0.1284594834	0.0000902980	0.0000332020	0.1285497844
0.0748470426	0.1294808984	0.0000876330	0.0000286900	0.1295685321
0.0754252747	0.1306260526	0.0000827320	0.0000282090	0.1307087839
0.0762583986	0.1301210225	0.0000827950	0.0000269640	0.1302038133
0.0917883813	0.1646917164	0.0001044740	0.0000252870	0.1647961885
0.0755755156	0.1325145811	0.0000837330	0.0000264590	0.1325983107
0.0791056752	0.1398785710	0.0001556070	0.0000947670	0.1400341839
0.0741200671	0.1277382225	0.0000795090	0.0000248620	0.1278177351
0.0751962587	0.1287795752	0.0000819600	0.0000254230	0.1288615316
0.0763136670	0.1302045137	0.0000803630	0.0000218670	0.1302848756
0.0752602518	0.1314965189	0.0000854350	0.0000255770	0.1315819472
0.0777899921	0.1346967220	0.0001521610	0.0000916970	0.1348488778
0.0788342655	0.1367873549	0.0000829030	0.0000222670	0.1368702650
0.0761067346	0.1321839988	0.0000815100	0.0000252380	0.1322655082
0.1149684638	0.2151674330	0.0001374780	0.0000300230	0.2153049111
0.0781537369	0.1383890808	0.0000885250	0.0000254390	0.1384776086
0.0951904580	0.1575531363	0.0000968140	0.0000264730	0.1576499492
0.0741889924	0.1290411949	0.0000837800	0.0000273690	0.1291249692
0.0813596323	0.1402952224	0.0000888950	0.0000252550	0.1403841227
0.0773670524	0.1333142370	0.0000845240	0.0000228310	0.1333987564
0.0771868154	0.1350249499	0.0000849430	0.0000248300	0.1351098865
0.0755376220	0.1319425702	0.0000893280	0.0000330330	0.1320319027
0.0771426186	0.1314366907	0.0000822900	0.0000256440	0.1315189749
0.0766203031	0.1353744864	0.0000828350	0.0000235170	0.1354573220
0.0758490264	0.1297401935	0.0000824390	0.0000275470	0.1298226267
0.0822453350	0.1398069113	0.0000877120	0.0000262010	0.1398946196
0.0756634846	0.1299154609	0.0000805530	0.0000248490	0.1299960166
